Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,YTD Return,Expense Ratio (net),Category,Last Cap Gain,Morningstar Rating,Morningstar Risk Rating,Sustainability Rating
ESS,196.17,195.53,196.05 x 800,205.91 x 1100,195.03 - 200.91,195.03 - 363.36,"496,484","551,357",,,,,,,
LNT,50.04,50.08,51.81 x 1100,51.82 x 800,49.94 - 51.85,47.19 - 65.37,"1,395,150","1,511,227",,,,,,,
SNA,233.75,231.72,231.37 x 800,238.20 x 1100,230.05 - 234.82,190.08 - 259.78,"295,700","299,621",,,,,,,
PKG,131.08,130.35,133.06 x 800,133.13 x 3100,129.20 - 133.34,110.56 - 168.50,"445,665","737,472",,,,,,,
IP,34.11,33.78,33.64 x 1400,34.48 x 1400,33.44 - 34.65,30.69 - 50.23,"2,951,486","3,189,811",,,,,,,
LDOS,90.28,90.30,91.21 x 1000,91.24 x 800,89.67 - 91.43,87.24 - 111.12,"575,924","879,726",,,,,,,
SYF,28.01,27.41,27.75 x 900,28.96 x 1000,27.15 - 28.11,27.15 - 41.88,"5,303,739","5,753,378",,,,,,,
WRB,59.97,59.33,58.67 x 1300,60.07 x 900,58.92 - 60.22,58.92 - 76.99,"1,055,342","1,467,031",,,,,,,
TRMB,48.69,48.50,48.47 x 1100,50.84 x 1200,48.16 - 49.54,47.09 - 74.87,"1,249,271","1,248,311",,,,,,,
STX,61.60,61.28,61.33 x 900,62.69 x 1000,60.68 - 61.72,47.47 - 94.68,"1,686,715","2,540,168",,,,,,,
AKAM,75.05,75.18,74.62 x 800,76.99 x 800,74.07 - 76.15,70.65 - 123.25,"1,187,015","1,685,895",,,,,,,
UDR,37.84,37.75,36.50 x 800,38.59 x 900,37.68 - 38.71,37.18 - 60.01,"2,224,677","2,520,511",,,,,,,
TFX,241.34,241.01,248.55 x 900,248.68 x 800,239.28 - 249.15,182.65 - 356.72,"284,457","346,742",,,,,,,
TECH,71.92,71.59,69.75 x 1000,85.01 x 800,70.33 - 72.87,68.00 - 113.81,"825,393","992,954",,,,,,,
CTLT,62.64,62.41,64.49 x 1000,69.06 x 900,61.04 - 64.42,40.69 - 115.33,"1,355,733","2,401,544",,,,,,,
WDC,35.27,34.94,35.13 x 900,35.72 x 800,34.89 - 35.38,29.73 - 63.26,"2,113,967","4,536,813",,,,,,,
DPZ,315.43,315.69,311.51 x 800,312.69 x 900,310.60 - 316.36,291.00 - 426.44,"814,816","784,195",,,,,,,
VTRS,9.20,9.16,9.33 x 1300,9.37 x 800,9.08 - 9.36,8.42 - 12.40,"6,609,096","9,311,416",,,,,,,
CHRW,94.87,94.66,95.48 x 1000,96.10 x 1300,93.88 - 95.97,86.60 - 121.23,"859,430","1,516,354",,,,,,,
BF.B,N/A,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NDSN,207.14,205.86,205.97 x 800,214.60 x 900,204.60 - 210.43,194.89 - 251.26,"252,660","275,439",,,,,,,
MTCH,39.72,39.42,39.94 x 800,40.59 x 3200,39.35 - 40.41,34.62 - 114.36,"2,460,238","4,182,496",,,,,,,
PEAK,20.30,20.27,20.20 x 3100,20.89 x 800,20.27 - 20.92,20.21 - 35.72,"4,936,414","4,417,483",,,,,,,
WYNN,106.20,104.85,106.59 x 1100,106.80 x 900,103.02 - 106.69,50.20 - 116.51,"2,271,857","2,585,275",,,,,,,
SWK,75.47,74.33,73.99 x 800,74.32 x 900,73.12 - 75.18,70.24 - 148.20,"2,182,936","1,923,898",,,,,,,
BWA,46.62,46.09,45.82 x 800,48.19 x 900,45.85 - 47.49,31.14 - 51.14,"2,108,007","2,014,645",,,,,,,
APA,34.01,33.34,34.53 x 1300,34.55 x 800,33.09 - 34.67,30.15 - 51.95,"6,961,908","6,023,293",,,,,,,
HRL,37.95,38.03,38.63 x 900,38.93 x 1100,37.82 - 38.81,37.78 - 55.11,"2,263,785","1,862,129",,,,,,,
CPT,98.65,98.16,99.62 x 800,100.47 x 900,97.74 - 99.95,97.74 - 175.69,"799,323","915,611",,,,,,,
MAS,48.40,47.92,48.02 x 900,48.38 x 1200,47.14 - 48.26,42.33 - 58.18,"1,865,735","1,856,795",,,,,,,
CPB,53.50,53.58,53.81 x 1100,55.00 x 900,53.54 - 54.69,43.51 - 57.78,"1,726,487","2,443,501",,,,,,,
EQT,29.53,29.19,30.48 x 1400,30.68 x 800,29.09 - 30.74,28.11 - 51.97,"6,848,225","7,055,645",,,,,,,
KIM,17.51,17.40,17.67 x 1000,18.42 x 2200,17.38 - 18.05,17.34 - 26.57,"5,184,740","4,633,290",,,,,,,
JKHY,146.68,145.58,146.86 x 900,153.57 x 800,144.43 - 147.63,139.28 - 212.62,"376,548","580,873",,,,,,,
HST,14.86,14.71,14.70 x 1000,15.40 x 3200,14.51 - 15.08,14.51 - 21.63,"8,150,937","7,537,314",,,,,,,
HSIC,78.13,78.13,77.41 x 900,81.00 x 800,78.04 - 79.25,64.75 - 92.68,"639,032","883,727",,,,,,,
QRVO,102.48,101.80,100.95 x 900,101.70 x 1000,100.13 - 102.46,75.38 - 132.73,"1,218,846","1,327,990",,,,,,,
CDAY,69.10,68.81,68.45 x 1100,68.47 x 800,67.25 - 68.81,43.23 - 79.66,"571,600","1,173,640",,,,,,,
KEY,11.27,11.04,11.86 x 1100,11.91 x 1400,10.85 - 11.93,9.61 - 23.96,"28,458,687","19,249,593",,,,,,,
NI,25.98,26.00,26.15 x 1800,27.05 x 1400,25.98 - 26.76,23.78 - 32.59,"2,604,261","3,865,163",,,,,,,
L,53.78,53.14,22.14 x 800,57.20 x 800,52.85 - 54.64,49.36 - 68.20,"1,010,724","865,677",,,,,,,
PARA,20.74,20.47,20.25 x 1300,20.43 x 1200,19.75 - 20.54,15.29 - 39.21,"10,233,430","11,409,434",,,,,,,
JNPR,32.12,32.07,32.71 x 1100,32.97 x 1200,31.96 - 32.81,25.18 - 38.14,"4,084,596","3,645,011",,,,,,,
FOXA,33.67,33.47,33.01 x 2200,33.02 x 1200,32.14 - 33.33,28.01 - 41.14,"4,762,572","2,795,180",,,,,,,
CE,99.55,98.00,101.25 x 900,102.23 x 800,97.12 - 101.68,86.71 - 161.37,"2,049,134","1,134,890",,,,,,,
CRL,193.71,191.96,193.33 x 800,194.84 x 800,189.56 - 195.08,181.36 - 308.15,"544,733","573,954",,,,,,,
TPR,40.66,40.17,39.89 x 800,41.75 x 2200,40.03 - 40.62,26.39 - 47.48,"2,697,141","3,361,893",,,,,,,
BIO,456.32,452.75,459.65 x 1100,489.66 x 800,450.05 - 460.90,344.63 - 607.54,"136,460","170,157",,,,,,,
GL,106.36,104.99,104.81 x 800,106.66 x 1100,104.55 - 106.72,87.87 - 123.85,"313,718","527,978",,,,,,,
EMN,78.73,77.65,77.40 x 1000,80.39 x 1100,76.92 - 79.88,69.91 - 114.97,"573,479","1,049,522",,,,,,,
GEN,16.35,16.28,16.17 x 900,16.36 x 1800,16.07 - 16.41,15.52 - 28.83,"4,417,378","4,066,468",,,,,,,
TAP,49.56,49.57,50.67 x 1000,51.02 x 900,49.32 - 50.74,46.69 - 60.12,"1,051,614","1,671,542",,,,,,,
CCL,9.22,9.08,9.28 x 3100,9.28 x 42300,8.96 - 9.27,6.11 - 21.50,"44,967,675","38,983,890",,,,,,,
LYV,65.34,64.70,66.01 x 1000,67.40 x 800,64.25 - 66.18,64.25 - 121.28,"1,879,795","2,053,521",,,,,,,
KMX,56.73,56.19,57.42 x 900,58.90 x 800,55.88 - 58.01,52.10 - 106.24,"3,069,153","2,426,080",,,,,,,
ALLE,102.27,101.23,99.57 x 900,102.04 x 800,99.57 - 101.57,87.33 - 123.46,"862,091","729,893",,,,,,,
CZR,42.09,41.55,42.46 x 1100,42.51 x 800,40.86 - 42.58,31.31 - 81.57,"2,792,336","3,169,726",,,,,,,
AAL,13.63,13.50,13.75 x 3000,13.75 x 3200,13.36 - 13.74,11.65 - 21.42,"19,650,453","25,221,085",,,,,,,
REG,56.69,56.52,53.02 x 900,58.31 x 1100,56.33 - 58.42,51.97 - 73.41,"1,407,441","956,177",,,,,,,
AOS,66.29,65.54,65.92 x 800,67.83 x 1000,64.89 - 66.77,46.58 - 71.87,"854,975","1,176,149",,,,,,,
ROL,36.17,36.19,36.16 x 1800,37.13 x 1400,36.03 - 36.65,31.43 - 43.06,"975,945","1,334,847",,,,,,,
PNR,51.01,50.38,44.44 x 1200,60.00 x 1100,50.15 - 51.80,38.55 - 60.85,"1,997,572","1,678,137",,,,,,,
FFIV,140.30,139.74,140.82 x 800,141.99 x 1000,138.90 - 141.27,133.68 - 217.41,"335,347","513,890",,,,,,,
PNW,74.10,74.13,77.20 x 1200,78.60 x 1000,74.02 - 77.23,59.03 - 80.60,"956,826","984,454",,,,,,,
RHI,74.06,73.55,72.58 x 900,76.92 x 900,73.12 - 74.74,65.40 - 122.29,"610,459","992,757",,,,,,,
XRAY,36.76,36.58,35.26 x 800,37.45 x 800,36.44 - 37.28,26.48 - 50.64,"1,834,204","2,096,154",,,,,,,
UHS,121.80,121.41,90.00 x 1000,128.47 x 1200,120.68 - 123.05,82.50 - 158.28,"351,635","646,883",,,,,,,
BBWI,34.35,34.17,34.64 x 800,36.86 x 900,33.85 - 35.67,25.75 - 58.17,"3,444,574","2,994,195",,,,,,,
HII,196.73,196.42,199.97 x 900,207.63 x 900,196.00 - 200.88,194.36 - 260.02,"262,244","403,475",,,,,,,
BEN,26.19,25.79,26.28 x 800,27.22 x 1100,25.59 - 26.40,20.24 - 34.37,"2,769,718","4,087,488",,,,,,,
NRG,31.01,30.65,31.00 x 900,31.47 x 1100,30.50 - 31.51,30.25 - 47.82,"3,246,092","4,239,960",,,,,,,
WRK,28.41,28.10,27.89 x 800,29.00 x 800,27.83 - 28.73,26.84 - 54.78,"2,309,971","2,327,131",,,,,,,
WHR,126.09,124.77,124.89 x 900,131.19 x 900,124.10 - 127.49,124.10 - 199.07,"454,611","764,432",,,,,,,
IVZ,15.04,14.78,15.05 x 1400,15.40 x 1800,14.48 - 15.16,13.20 - 23.83,"6,969,301","5,228,344",,,,,,,
VFC,20.44,20.28,20.22 x 900,20.24 x 2200,20.03 - 20.43,20.03 - 60.09,"5,640,609","8,716,316",,,,,,,
AAP,111.14,110.94,110.54 x 800,111.39 x 800,109.05 - 111.20,109.05 - 231.43,"1,949,765","1,320,445",,,,,,,
GNRC,107.11,105.41,111.05 x 900,111.35 x 900,104.78 - 111.25,86.29 - 328.60,"1,130,642","1,423,450",,,,,,,
FRT,91.16,90.50,90.26 x 800,92.20 x 1100,90.44 - 92.52,86.43 - 128.13,"644,411","562,495",,,,,,,
BXP,47.37,46.66,49.30 x 1400,50.75 x 1000,46.18 - 49.81,46.18 - 133.11,"3,637,057","1,619,440",,,,,,,
SEE,42.69,42.37,42.72 x 800,42.73 x 1100,41.98 - 42.95,41.24 - 70.72,"804,831","1,113,039",,,,,,,
NWSA,16.18,16.09,15.83 x 2900,16.25 x 1200,15.88 - 16.25,14.87 - 23.07,"2,902,361","2,849,721",,,,,,,
HAS,48.64,48.40,47.80 x 900,50.00 x 900,48.31 - 49.30,45.75 - 94.22,"1,334,773","2,017,688",,,,,,,
AIZ,112.30,110.83,62.19 x 900,125.10 x 900,110.44 - 113.10,104.49 - 194.12,"328,925","420,783",,,,,,,
OGN,21.42,21.39,21.17 x 1400,22.40 x 1100,20.96 - 21.91,20.96 - 39.09,"1,566,637","2,195,034",,,,,,,
CMA,40.70,40.02,39.82 x 1400,44.80 x 800,38.34 - 41.32,29.17 - 97.52,"8,342,045","2,995,285",,,,,,,
DXC,23.25,22.85,22.52 x 800,24.04 x 1400,22.76 - 23.43,22.46 - 36.00,"1,498,194","1,643,134",,,,,,,
NCLH,12.57,12.38,12.54 x 4000,12.52 x 3000,12.16 - 12.54,10.31 - 23.43,"16,374,246","14,797,275",,,,,,,
MHK,95.07,94.06,95.03 x 800,96.06 x 800,92.68 - 96.13,87.02 - 159.00,"429,648","589,895",,,,,,,
ALK,38.50,38.00,38.05 x 800,41.90 x 1100,37.19 - 38.22,37.19 - 61.55,"2,554,329","1,521,049",,,,,,,
RL,111.44,110.60,111.10 x 1000,111.16 x 1000,109.22 - 111.66,82.23 - 128.94,"787,111","919,693",,,,,,,
NWL,11.52,11.47,11.45 x 3000,11.64 x 2900,11.37 - 11.66,11.25 - 24.70,"5,023,633","4,681,177",,,,,,,
FOX,30.91,30.65,30.12 x 900,30.71 x 900,29.58 - 30.65,26.35 - 37.84,"847,320","1,190,832",,,,,,,
DVA,75.24,74.84,75.81 x 900,76.80 x 800,74.28 - 76.16,65.28 - 124.81,"392,452","671,827",,,,,,,
ZION,27.45,27.33,28.09 x 900,28.99 x 900,26.04 - 28.85,22.55 - 71.25,"10,735,110","3,366,890",,,,,,,
LNC,20.39,20.06,19.92 x 1000,20.63 x 1400,19.74 - 20.81,19.74 - 69.91,"4,333,718","3,549,455",,,,,,,
FRC,12.53,11.98,12.32 x 800,12.35 x 2900,11.74 - 13.01,11.52 - 173.99,"72,124,390","25,342,619",,,,,,,
DISH,8.84,8.65,8.68 x 1300,8.80 x 4000,8.43 - 8.76,8.43 - 33.74,"9,985,480","5,987,118",,,,,,,
NWS,16.26,16.15,16.01 x 1100,16.40 x 1800,15.99 - 16.36,15.15 - 23.37,"899,934","916,798",,,,,,,
SIVB,106.04,176.55,0.00 x 1800,0.00 x 1400,100.00 - 177.49,100.00 - 597.16,0,"1,322,253",,,,,,,
SBNY,70.00,75.03,0.00 x 800,0.00 x 800,61.37 - 90.67,61.37 - 319.93,1,"1,526,421",,,,,,,
