Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume
CRL,195.74,195.58,191.78 x 1200,196.37 x 800,191.49 - 196.65,181.36 - 308.15,"504,567","580,291"
GEN,17.21,17.20,17.29 x 1400,17.27 x 1800,17.09 - 17.33,15.52 - 27.33,"1,952,512","4,282,677"
BIO,463.80,462.61,464.26 x 800,478.33 x 800,456.65 - 466.43,344.63 - 607.54,"94,079","166,293"
EMN,81.90,81.53,80.89 x 800,82.78 x 900,80.28 - 81.53,69.91 - 113.34,"930,313","1,045,432"
TAP,52.50,52.74,52.13 x 800,52.39 x 800,51.98 - 52.95,46.69 - 60.12,"1,033,572","1,648,473"
QRVO,95.00,94.13,94.80 x 1000,99.37 x 800,93.91 - 95.41,75.38 - 121.27,"1,930,334","1,321,260"
GL,108.25,108.11,105.55 x 800,107.70 x 1100,107.23 - 109.05,87.87 - 123.85,"650,417","532,675"
TPR,40.49,40.13,40.00 x 1200,42.17 x 1200,39.06 - 40.25,26.39 - 47.48,"4,416,411","3,345,563"
LYV,68.80,68.72,67.87 x 1300,68.88 x 800,68.34 - 69.13,64.25 - 114.84,"1,441,722","2,076,409"
CZR,45.82,45.79,45.29 x 1000,45.48 x 1100,44.37 - 45.79,31.31 - 73.95,"2,105,445","3,052,608"
CCL,9.66,9.72,9.73 x 21500,9.76 x 34100,9.54 - 9.88,6.11 - 20.63,"27,821,454","40,722,004"
REG,60.26,60.50,37.03 x 800,85.00 x 800,59.62 - 60.61,51.97 - 73.41,"566,195","953,831"
AAL,13.89,13.95,14.00 x 1200,14.01 x 4000,13.87 - 14.18,11.65 - 21.42,"14,040,038","24,058,539"
PNW,80.63,81.00,80.13 x 800,80.60 x 1000,79.93 - 81.63,59.03 - 81.63,"1,162,232","965,481"
ROL,38.56,38.46,37.34 x 1000,39.56 x 800,38.46 - 38.88,31.43 - 43.06,"1,083,592","1,356,134"
ALLE,99.19,99.01,97.43 x 800,99.39 x 800,98.05 - 99.75,87.33 - 123.46,"823,705","785,716"
FFIV,147.20,145.43,144.52 x 800,147.29 x 900,144.52 - 148.15,133.68 - 214.61,"423,437","513,985"
PNR,52.32,52.08,52.55 x 1200,52.55 x 800,51.89 - 52.59,38.55 - 60.85,"1,441,609","1,698,980"
XRAY,39.23,39.67,39.51 x 900,50.00 x 1300,39.24 - 39.73,26.48 - 49.38,"2,293,809","2,046,683"
AOS,64.61,64.55,63.50 x 800,67.74 x 800,63.40 - 64.77,46.58 - 71.87,"1,125,455","1,196,311"
UHS,128.70,128.99,127.97 x 800,144.43 x 900,127.49 - 129.30,82.50 - 158.28,"382,709","631,118"
RHI,75.04,74.62,74.01 x 1000,74.15 x 800,73.91 - 75.19,65.40 - 118.41,"800,350","1,013,918"
HII,207.66,208.75,206.71 x 1100,206.91 x 800,206.01 - 209.71,194.36 - 260.02,"367,816","429,924"
BBWI,35.68,35.62,35.53 x 800,35.54 x 800,34.87 - 35.83,25.75 - 58.17,"2,752,762","3,027,968"
NRG,34.41,34.62,34.00 x 1000,35.00 x 900,34.48 - 34.89,30.25 - 47.82,"2,239,173","4,216,178"
WRK,30.04,30.12,29.74 x 900,30.73 x 900,29.90 - 30.28,26.84 - 54.78,"1,617,674","2,390,632"
BEN,26.61,26.58,26.60 x 1800,27.25 x 1000,26.50 - 26.81,20.24 - 34.37,"2,599,288","4,039,101"
BXP,52.53,52.99,52.56 x 900,53.09 x 1000,52.33 - 53.33,46.18 - 128.98,"1,335,598","1,760,660"
AAP,120.21,120.08,119.56 x 1100,122.29 x 800,119.77 - 121.00,109.05 - 231.43,"1,005,696","1,370,280"
VFC,21.74,21.62,21.35 x 1800,21.34 x 2900,21.22 - 21.66,20.03 - 58.88,"5,873,015","8,715,268"
FRT,97.62,97.69,97.28 x 900,99.39 x 1100,96.80 - 97.89,86.43 - 128.13,"275,509","577,993"
IVZ,15.71,15.71,15.84 x 3100,15.99 x 800,15.63 - 15.95,13.20 - 22.10,"2,148,383","5,330,439"
WHR,129.45,129.77,127.20 x 900,131.00 x 1000,127.37 - 129.88,124.10 - 199.07,"547,973","755,636"
SEE,46.99,46.98,46.87 x 900,47.61 x 800,46.40 - 47.18,41.24 - 69.97,"1,094,608","1,151,650"
NWSA,17.32,17.27,17.28 x 2200,17.35 x 900,17.12 - 17.37,14.87 - 22.20,"1,874,009","2,966,172"
HAS,51.94,51.76,51.93 x 800,53.30 x 900,51.55 - 52.23,45.75 - 94.22,"895,098","2,047,704"
AIZ,118.77,119.22,117.85 x 900,127.00 x 800,117.61 - 119.54,104.49 - 194.12,"406,615","440,996"
GNRC,99.57,98.58,99.51 x 800,99.80 x 800,97.15 - 100.01,86.29 - 300.59,"1,394,891","1,339,285"
OGN,23.64,23.94,23.60 x 1200,23.89 x 800,23.54 - 24.09,20.96 - 39.09,"1,303,913","2,184,850"
DXC,24.91,24.93,24.17 x 1000,24.81 x 800,24.64 - 25.00,22.46 - 36.00,"1,519,259","1,679,340"
NCLH,12.92,12.96,13.05 x 4000,13.05 x 3000,12.82 - 13.19,10.31 - 23.11,"9,863,825","14,831,508"
CMA,39.92,39.15,41.04 x 800,42.00 x 800,39.10 - 41.69,29.17 - 91.33,"2,766,064","3,455,311"
ALK,41.95,42.17,41.70 x 1000,42.05 x 800,41.85 - 42.74,37.20 - 61.55,"1,649,812","1,576,191"
MHK,93.61,93.52,90.12 x 900,94.92 x 800,92.45 - 93.90,87.02 - 159.00,"549,132","570,121"
RL,113.84,113.04,112.05 x 800,113.97 x 900,110.88 - 113.64,82.23 - 128.94,"802,088","947,583"
DVA,82.94,83.35,82.00 x 800,82.78 x 900,82.24 - 83.65,65.28 - 124.81,"314,785","659,398"
NWL,12.04,12.15,12.00 x 2200,12.30 x 1800,12.04 - 12.29,11.25 - 24.70,"3,102,004","4,757,609"
FOX,31.02,30.76,30.71 x 1300,31.21 x 1100,30.56 - 30.92,26.35 - 37.06,"729,442","1,196,752"
ZION,28.63,28.50,29.35 x 800,29.65 x 1100,28.50 - 30.02,22.55 - 66.90,"5,847,758","3,962,011"
LNC,20.61,20.66,20.54 x 1300,20.55 x 1200,20.23 - 20.85,19.74 - 69.91,"4,209,422","3,767,403"
FRC,13.44,13.43,13.98 x 1400,14.01 x 3100,13.14 - 14.19,11.52 - 171.09,"22,846,645","32,064,286"
NWS,17.45,17.44,17.38 x 3000,17.48 x 800,17.29 - 17.53,15.15 - 22.46,"811,780","968,277"
DISH,8.53,8.54,8.80 x 4000,8.78 x 3200,8.46 - 9.19,8.31 - 33.74,"9,191,996","6,627,318"
