Symbol,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume
RMD,221.15,221.42,218.15 x 2200,225.40 x 800,220.67 - 221.88,189.40 - 252.31,"368,730","621,887"
VICI,32.12,32.15,32.24 x 2200,32.25 x 1100,32.00 - 32.33,26.42 - 35.69,"4,631,547","6,602,137"
PPG,138.95,137.14,135.29 x 900,140.23 x 1100,136.98 - 138.44,107.06 - 140.22,"1,461,683","1,496,040"
DD,70.36,69.98,69.00 x 900,69.75 x 800,69.15 - 70.24,49.52 - 78.40,"2,602,175","3,197,100"
CPRT,74.68,74.06,74.58 x 800,75.76 x 800,73.58 - 74.52,51.10 - 76.23,"1,632,234","1,965,933"
AMP,298.49,298.84,288.01 x 1000,314.75 x 900,295.61 - 300.86,219.99 - 357.46,"430,825","630,137"
KR,48.06,48.04,48.41 x 1800,48.49 x 800,47.92 - 48.57,41.82 - 62.78,"4,250,750","5,495,525"
PEG,63.17,63.57,63.51 x 800,63.37 x 900,62.86 - 63.91,52.51 - 75.61,"3,869,136","2,544,217"
DLTR,148.70,147.74,149.06 x 2200,149.04 x 800,147.29 - 149.35,124.76 - 177.19,"1,404,564","2,304,712"
CMI,220.35,220.42,218.00 x 800,223.20 x 800,218.42 - 221.74,184.28 - 261.91,"839,792","1,064,211"
ROK,273.17,272.18,270.00 x 900,272.94 x 800,270.94 - 274.49,190.08 - 309.36,"551,776","706,687"
CTSH,60.66,60.45,59.98 x 800,60.76 x 1000,60.21 - 60.89,51.33 - 89.32,"3,211,895","4,679,195"
WEC,98.34,98.95,96.39 x 800,100.00 x 800,97.56 - 99.26,80.82 - 108.39,"1,250,562","1,391,056"
AME,135.67,135.24,134.63 x 900,135.76 x 800,134.50 - 136.45,106.17 - 148.06,"1,130,021","1,036,219"
KHC,39.02,39.15,39.12 x 1800,39.14 x 1100,38.97 - 39.36,32.73 - 44.87,"4,978,138","6,718,659"
PRU,82.84,83.18,83.32 x 900,83.92 x 800,82.87 - 83.93,75.37 - 122.54,"1,921,499","2,404,043"
ALL,114.88,115.37,115.24 x 1200,121.14 x 900,114.81 - 116.58,103.20 - 144.46,"1,414,450","1,970,274"
KDP,35.40,35.43,35.29 x 3100,35.76 x 1200,35.44 - 35.89,33.35 - 41.31,"8,511,689","7,750,685"
DHI,97.39,97.10,95.14 x 1400,96.10 x 1000,94.22 - 97.15,59.25 - 104.14,"3,508,197","3,025,101"
VRSK,191.46,191.22,186.99 x 900,190.71 x 800,189.59 - 191.22,156.05 - 221.82,"805,121","1,090,329"
HAL,33.06,33.10,32.50 x 1300,32.69 x 1400,32.51 - 33.20,23.30 - 43.99,"5,722,056","9,701,029"
ODFL,324.97,324.05,325.83 x 800,327.69 x 800,320.80 - 329.03,231.31 - 381.81,"468,560","778,882"
FAST,51.51,51.22,51.54 x 1300,51.55 x 1200,50.70 - 51.85,43.73 - 59.75,"2,830,879","3,311,732"
OKE,65.99,66.14,65.49 x 900,66.14 x 1200,65.49 - 66.33,50.50 - 75.07,"1,891,669","2,587,908"
AWK,150.21,151.00,146.45 x 800,153.62 x 900,150.42 - 152.31,122.77 - 173.87,"1,059,254","1,237,737"
GEHC,81.12,80.97,80.00 x 900,80.50 x 1300,80.09 - 81.06,53.00 - 82.62,"1,356,746","2,585,641"
GWW,646.25,642.00,565.00 x 800,782.56 x 900,637.42 - 648.57,440.48 - 709.21,"295,867","300,275"
BKR,29.04,29.01,28.30 x 800,28.70 x 900,28.42 - 29.10,20.42 - 38.66,"4,583,269","6,705,854"
ES,80.52,81.09,78.80 x 900,82.72 x 800,79.99 - 81.36,70.54 - 94.63,"1,071,195","1,807,816"
ANSS,323.30,320.82,314.26 x 800,322.62 x 800,319.06 - 322.64,194.23 - 333.89,"401,993","511,101"
SBAC,258.21,258.60,258.66 x 800,265.00 x 900,256.56 - 259.95,236.20 - 379.99,"318,700","828,304"
KEYS,155.96,154.50,153.38 x 2200,156.18 x 1000,153.66 - 156.68,127.93 - 189.45,"868,170","1,185,929"
APTV,104.50,103.67,101.97 x 1200,104.33 x 900,101.89 - 103.93,77.96 - 124.88,"1,648,427","1,834,261"
CSGP,67.75,67.76,66.94 x 1100,69.84 x 900,67.41 - 68.58,53.51 - 85.37,"1,793,354","2,209,337"
RSG,135.23,135.45,135.02 x 1100,135.80 x 900,134.79 - 136.07,119.72 - 149.17,"919,828","1,528,108"
EIX,72.26,72.50,72.30 x 800,72.75 x 1000,71.76 - 72.75,54.45 - 73.32,"1,241,722","2,090,670"
GPN,103.93,103.52,101.40 x 800,106.40 x 900,103.06 - 105.41,92.27 - 146.71,"1,535,160","1,818,433"
ZBH,128.59,128.59,128.85 x 800,128.87 x 800,127.82 - 129.37,100.39 - 135.05,"780,982","1,387,012"
ABC,167.36,168.00,166.42 x 900,166.48 x 900,165.89 - 168.82,135.14 - 174.63,"870,166","1,283,851"
PCG,16.50,16.58,16.62 x 3000,16.73 x 900,16.41 - 16.73,9.64 - 16.83,"12,403,050","14,660,083"
ULTA,534.12,530.00,521.00 x 900,521.49 x 1000,520.73 - 532.42,330.80 - 553.06,"735,764","586,501"
STT,75.59,75.67,76.22 x 1200,79.55 x 1300,75.12 - 76.71,58.62 - 94.74,"2,163,764","3,017,490"
TSCO,234.53,232.74,228.11 x 800,240.46 x 800,229.68 - 235.89,166.49 - 242.02,"986,503","1,042,569"
DLR,90.21,90.00,90.72 x 800,90.96 x 800,88.40 - 90.97,85.76 - 153.50,"2,684,751","2,318,838"
ENPH,193.67,191.43,190.55 x 1300,190.89 x 900,187.17 - 192.00,128.67 - 339.92,"2,907,780","4,227,996"
GLW,34.26,34.03,34.07 x 2900,34.37 x 900,33.91 - 34.29,28.98 - 37.73,"3,028,482","4,300,137"
DFS,97.40,97.53,97.02 x 900,99.30 x 900,96.65 - 97.99,87.64 - 121.17,"1,769,889","2,515,112"
LEN,104.03,103.65,102.00 x 800,102.79 x 1000,100.95 - 104.07,62.54 - 109.28,"1,620,779","2,259,756"
FANG,142.98,142.23,140.00 x 800,140.55 x 1100,140.30 - 142.44,103.71 - 168.95,"1,683,602","2,425,537"
WBA,36.12,36.06,35.66 x 3000,35.92 x 4000,35.56 - 36.20,30.39 - 47.28,"5,632,133","6,832,670"
WTW,236.06,236.16,236.27 x 900,236.46 x 800,234.49 - 237.12,187.89 - 258.93,"377,577","544,358"
WST,346.76,345.87,344.21 x 1100,344.22 x 1000,339.91 - 345.91,206.19 - 420.69,"462,143","584,590"
ACGL,68.59,68.77,68.72 x 800,70.00 x 1100,68.43 - 69.44,41.05 - 72.28,"1,979,232","2,134,441"
HPQ,29.41,29.34,29.06 x 3100,29.31 x 1400,29.18 - 29.52,24.08 - 40.79,"3,824,266","6,274,596"
CEG,76.50,76.61,76.53 x 900,78.65 x 1100,76.17 - 76.98,52.64 - 97.89,"1,172,208","2,123,975"
CDW,187.97,186.86,184.68 x 800,185.94 x 900,185.32 - 187.26,147.91 - 215.00,"529,790","832,369"
IT,313.16,312.43,312.53 x 800,314.34 x 1000,307.42 - 313.83,221.39 - 358.25,"470,701","462,695"
URI,351.27,349.99,355.10 x 1100,355.70 x 900,345.99 - 360.44,230.54 - 481.99,"1,495,207","927,217"
TROW,109.59,109.49,107.79 x 900,111.88 x 1100,108.67 - 109.92,93.53 - 148.95,"978,784","1,776,837"
EFX,199.40,198.50,149.77 x 800,250.00 x 800,196.26 - 198.50,145.98 - 234.14,"779,974","800,541"
LYB,94.27,93.88,93.75 x 800,94.42 x 800,93.11 - 94.90,71.46 - 117.22,"1,604,798","2,109,508"
EBAY,43.85,43.64,43.21 x 900,43.60 x 900,43.24 - 43.83,35.92 - 56.23,"3,629,646","4,847,793"
AVB,166.32,167.72,166.12 x 800,169.92 x 1400,165.60 - 168.19,153.07 - 258.81,"544,583","885,046"
ALGN,317.02,315.67,321.00 x 1100,325.00 x 1100,312.47 - 324.63,172.05 - 431.27,"595,667","1,042,438"
IFF,90.32,90.11,90.89 x 800,91.81 x 1200,89.85 - 91.62,81.53 - 135.17,"1,428,890","2,176,411"
AEE,89.27,89.85,90.07 x 1000,90.18 x 900,88.85 - 90.22,73.28 - 99.20,"1,543,764","1,436,127"
GPC,162.16,161.92,161.58 x 800,162.68 x 900,160.73 - 162.77,125.55 - 187.73,"859,796","1,183,459"
ALB,196.71,195.18,194.20 x 900,195.20 x 1100,193.02 - 195.95,185.15 - 334.55,"2,014,378","1,738,827"
PWR,159.83,159.21,158.20 x 1200,165.25 x 900,159.07 - 161.11,106.33 - 168.75,"662,140","935,798"
FTV,64.71,64.47,64.40 x 800,64.45 x 800,63.99 - 64.77,52.47 - 69.78,"1,554,931","1,946,933"
ETR,110.57,111.48,110.93 x 800,112.00 x 1200,109.71 - 111.90,94.94 - 126.82,"900,187","1,407,958"
FE,41.61,41.77,41.00 x 1200,41.48 x 1400,41.29 - 41.88,35.32 - 48.85,"3,540,703","3,979,712"
HIG,69.25,69.56,69.75 x 800,69.76 x 800,69.33 - 70.26,60.17 - 79.44,"1,099,569","2,261,417"
CBRE,70.08,69.87,69.50 x 800,71.58 x 800,69.57 - 70.39,66.31 - 89.76,"1,313,856","1,656,911"
PODD,315.89,316.74,312.00 x 1000,326.34 x 900,313.75 - 317.84,181.00 - 326.74,"386,285","835,133"
CHD,89.71,90.09,86.88 x 800,90.80 x 800,89.71 - 90.67,70.16 - 105.28,"1,105,075","1,377,243"
DTE,112.13,112.77,112.14 x 900,113.72 x 900,112.45 - 114.01,100.64 - 140.23,"1,753,904","1,265,490"
WY,29.58,29.59,29.10 x 1800,30.32 x 900,29.50 - 30.02,27.37 - 42.86,"2,836,390","4,394,690"
IR,54.89,54.60,52.93 x 800,54.83 x 800,54.37 - 55.34,39.28 - 60.39,"1,808,022","2,512,880"
VMC,164.06,163.34,164.73 x 900,170.87 x 1000,162.00 - 165.35,137.54 - 197.76,"854,425","819,735"
EXR,160.02,161.13,157.08 x 900,162.93 x 1100,159.23 - 162.79,139.97 - 222.36,"2,161,862","1,345,098"
DAL,33.46,33.58,33.65 x 1200,34.06 x 1400,33.22 - 33.82,27.20 - 46.27,"6,143,690","10,029,509"
MKC,84.92,85.14,85.75 x 1200,85.73 x 900,84.74 - 85.82,70.60 - 105.19,"1,133,346","1,541,448"
BAX,42.26,42.46,41.17 x 2200,42.77 x 800,41.86 - 42.72,37.35 - 80.58,"4,393,803","6,667,112"
MPWR,473.32,466.53,453.10 x 800,491.42 x 1000,460.54 - 477.75,301.69 - 541.39,"299,029","509,175"
MLM,337.06,334.32,338.05 x 1000,339.09 x 800,332.13 - 340.04,284.99 - 386.73,"282,020","391,780"
PPL,28.38,28.51,28.46 x 3200,28.70 x 3100,28.25 - 28.62,23.47 - 31.74,"4,427,307","5,723,558"
CAH,79.42,79.77,78.83 x 1200,80.48 x 900,78.97 - 80.61,49.70 - 81.57,"1,797,836","2,555,632"
HOLX,82.09,82.07,82.90 x 900,83.02 x 800,81.77 - 83.02,59.78 - 86.65,"1,214,725","1,549,454"
LH,234.01,234.45,185.73 x 1000,251.11 x 800,231.40 - 234.99,200.32 - 280.72,"406,598","614,717"
EQR,59.61,60.02,59.93 x 1200,60.84 x 800,59.33 - 60.18,54.60 - 94.32,"972,798","2,273,374"
HPE,15.91,15.90,15.56 x 2200,16.10 x 2200,15.80 - 15.95,11.90 - 17.25,"6,047,260","13,608,869"
TDY,433.74,432.36,435.00 x 800,695.39 x 1000,431.27 - 438.00,325.00 - 493.97,"306,078","184,575"
FSLR,201.61,201.08,203.71 x 1300,204.51 x 800,199.88 - 204.64,59.60 - 219.55,"1,484,278","2,436,166"
MTB,117.41,117.78,117.41 x 900,117.40 x 900,116.51 - 118.68,110.00 - 193.42,"1,447,751","1,929,525"
DOV,142.89,142.29,139.54 x 800,142.10 x 1100,141.29 - 143.19,114.49 - 160.66,"857,360","895,990"
VRSN,212.44,211.38,210.21 x 800,213.00 x 800,210.01 - 213.06,155.25 - 224.56,"256,979","585,859"
CTRA,25.41,25.21,24.50 x 2200,24.90 x 1000,24.90 - 25.33,22.25 - 36.55,"5,164,078","9,258,316"
ARE,123.66,124.32,124.20 x 1000,124.49 x 800,122.64 - 125.01,114.95 - 203.84,"603,736","1,108,358"
CLX,157.42,156.71,157.50 x 800,158.04 x 800,157.07 - 158.83,120.50 - 160.59,"679,491","1,224,169"
CNP,30.39,30.50,30.07 x 1100,30.88 x 1300,30.29 - 30.80,25.03 - 33.50,"4,625,380","3,942,148"
STE,192.25,192.51,188.53 x 1100,195.57 x 1100,191.03 - 193.31,159.21 - 255.93,"218,718","540,782"
OMC,93.65,93.62,92.60 x 800,93.42 x 1200,92.62 - 93.64,61.31 - 96.52,"1,264,579","1,941,191"
TTWO,120.98,120.50,118.01 x 900,119.49 x 1000,118.74 - 120.91,90.00 - 144.10,"1,406,692","1,751,532"
LUV,31.58,31.77,31.57 x 1400,31.61 x 1100,31.36 - 31.83,28.95 - 50.10,"2,910,663","6,550,093"
LVS,56.55,56.68,56.81 x 1400,57.00 x 800,55.46 - 57.02,28.88 - 60.99,"2,767,791","4,872,933"
NDAQ,54.56,54.63,54.88 x 900,55.26 x 1100,54.37 - 55.04,46.77 - 69.22,"2,373,348","2,553,641"
COO,373.60,373.27,371.29 x 800,371.89 x 1000,366.01 - 373.96,244.22 - 421.27,"278,591","309,446"
DRI,151.85,151.79,149.87 x 900,152.27 x 900,149.14 - 151.79,110.96 - 155.90,"1,278,367","1,287,840"
CAG,38.27,38.60,38.20 x 800,38.35 x 1400,38.04 - 38.78,31.02 - 41.30,"4,387,644","4,494,340"
INVH,31.21,31.37,31.16 x 900,31.76 x 800,31.12 - 31.58,28.52 - 44.36,"1,779,310","3,195,827"
CMS,62.12,62.47,61.02 x 800,63.50 x 900,61.68 - 62.89,52.41 - 73.76,"1,855,847","1,933,382"
NTRS,87.54,87.73,86.77 x 800,86.78 x 800,86.36 - 88.06,76.15 - 116.58,"1,989,829","1,228,020"
XYL,100.27,100.06,100.17 x 1100,100.17 x 800,99.15 - 100.30,72.08 - 118.58,"1,225,051","1,760,703"
FITB,25.77,26.49,26.08 x 3200,26.25 x 3100,26.01 - 26.68,22.11 - 41.87,"8,396,416","9,100,314"
WAT,302.66,302.94,299.53 x 800,299.87 x 1100,298.30 - 304.11,265.61 - 369.00,"301,584","357,508"
SWKS,112.48,111.32,110.62 x 1000,111.50 x 900,110.61 - 112.38,76.16 - 124.35,"1,249,528","1,829,279"
CINF,111.28,111.28,111.61 x 800,111.66 x 1100,110.15 - 111.96,88.66 - 143.22,"561,019","791,579"
WAB,96.58,96.72,94.89 x 800,97.59 x 800,95.75 - 96.78,78.26 - 107.86,"471,533","966,896"
K,68.03,68.31,67.72 x 800,68.20 x 900,67.68 - 68.63,63.74 - 77.17,"1,545,639","2,177,045"
MAA,149.19,149.50,147.05 x 900,153.36 x 1200,148.27 - 150.29,138.68 - 215.50,"351,136","790,953"
TSN,59.96,60.19,59.29 x 800,59.80 x 800,59.44 - 60.42,55.81 - 99.54,"1,814,444","3,153,385"
RJF,89.78,89.91,89.30 x 900,89.25 x 800,88.56 - 90.85,84.86 - 126.00,"1,277,975","1,590,945"
RF,18.29,18.30,18.35 x 1000,18.55 x 2900,18.22 - 18.59,13.94 - 24.33,"6,289,697","11,899,120"
STLD,103.22,103.17,100.71 x 900,105.00 x 800,101.19 - 104.24,62.44 - 136.46,"1,669,523","1,890,669"
VTR,41.97,42.26,42.44 x 800,42.45 x 1400,41.88 - 42.67,35.33 - 62.07,"1,687,692","2,239,988"
FICO,676.62,671.30,655.21 x 800,673.11 x 1100,668.98 - 677.00,340.48 - 711.85,"112,579","289,803"
PKI,133.36,133.36,133.42 x 800,133.53 x 1000,132.08 - 133.98,113.46 - 174.10,"590,073","869,114"
AMCR,11.31,11.31,11.15 x 1000,11.30 x 4000,11.18 - 11.34,10.42 - 13.61,"9,398,343","8,246,622"
TRGP,75.28,75.6200,74.57 x 1200,75.25 x 1000,74.68 - 75.62,55.56 - 81.50,"959,921","1,634,211"
EXPD,105.63,105.24,78.33 x 1200,105.76 x 800,104.68 - 106.14,86.08 - 119.90,"1,247,723","1,422,516"
SJM,157.29,157.91,156.00 x 900,158.35 x 900,155.99 - 158.27,119.82 - 163.07,"734,596","970,674"
PFG,73.07,73.24,71.58 x 900,76.93 x 900,73.18 - 74.25,61.05 - 96.17,"1,331,374","1,941,893"
BR,140.88,140.57,140.88 x 800,141.57 x 800,139.35 - 141.25,131.35 - 183.33,"759,733","576,950"
ATO,114.84,115.49,113.62 x 2200,117.04 x 1200,113.89 - 115.78,97.71 - 122.96,"903,633","815,546"
MOH,283.91,285.56,278.60 x 1200,285.25 x 900,282.62 - 288.64,249.78 - 374.00,"556,124","509,050"
BALL,53.18,52.89,49.51 x 900,90.00 x 800,51.99 - 52.94,46.00 - 89.89,"1,931,143","1,780,050"
NVR,"5,542.84","5,538.16","5,275.00 x 800","5,473.16 x 900","5,444.06 - 5,538.16","3,576.01 - 5,620.00","18,376","22,366"
EPAM,282.53,281.26,285.71 x 1000,289.62 x 800,278.76 - 286.51,260.68 - 462.99,"350,207","451,222"
AES,24.10,24.24,23.81 x 900,24.39 x 2200,24.04 - 24.40,18.62 - 29.89,"4,738,933","4,381,050"
DGX,142.60,143.07,140.41 x 1100,145.22 x 800,142.16 - 143.78,120.40 - 158.34,"867,610","1,197,206"
IEX,217.84,217.41,86.63 x 800,346.09 x 1100,215.28 - 218.25,172.19 - 246.23,"243,969","380,346"
MRO,25.70,25.51,25.45 x 1300,25.56 x 1200,25.25 - 25.70,19.42 - 33.42,"7,765,212","10,791,219"
HBAN,11.04,11.15,11.19 x 34100,11.25 x 1300,11.02 - 11.34,9.94 - 15.74,"14,405,334","20,385,698"
SEDG,278.90,276.14,279.32 x 1200,280.65 x 800,273.54 - 281.39,190.15 - 375.90,"624,123","1,141,887"
TER,101.23,99.93,100.05 x 800,100.88 x 800,99.25 - 101.16,67.81 - 117.42,"1,171,578","1,642,598"
FDS,402.04,400.60,397.39 x 900,410.94 x 800,399.74 - 405.66,345.92 - 474.13,"190,690","241,924"
ZBRA,300.15,297.28,299.09 x 1000,301.16 x 800,294.91 - 303.13,224.87 - 419.14,"179,130","353,556"
FLT,207.47,207.00,206.86 x 1200,208.32 x 900,205.90 - 208.80,161.69 - 265.30,"259,993","604,480"
HWM,42.11,41.94,39.47 x 1800,42.49 x 1400,41.51 - 42.20,29.84 - 44.37,"2,465,129","3,107,790"
LW,104.17,106.00,103.92 x 1000,107.72 x 800,105.03 - 109.70,60.59 - 109.70,"3,957,351","1,377,583"
IRM,51.58,51.50,52.10 x 900,52.60 x 800,51.09 - 52.29,43.33 - 58.61,"1,121,798","1,503,633"
BBY,76.28,76.07,74.90 x 800,74.91 x 1200,74.86 - 75.98,60.79 - 98.18,"1,791,260","2,405,246"
GRMN,98.20,97.97,97.47 x 800,98.40 x 900,97.46 - 98.46,76.37 - 117.20,"489,524","971,962"
MOS,46.29,44.61,43.55 x 800,43.70 x 1300,43.26 - 44.63,41.16 - 79.28,"6,240,802","4,316,940"
TYL,347.72,344.82,346.24 x 800,353.23 x 1100,342.59 - 352.91,281.11 - 437.36,"162,107","287,712"
FMC,121.88,120.55,116.42 x 1100,117.32 x 800,116.12 - 121.09,98.24 - 140.99,"1,479,919","805,030"
EVRG,63.15,63.67,61.83 x 800,63.17 x 800,62.90 - 63.93,54.12 - 73.13,"2,015,282","1,439,701"
J,112.40,112.59,112.44 x 1000,113.30 x 800,112.02 - 113.02,106.78 - 150.32,"438,853","664,140"
AVY,176.79,176.32,174.59 x 800,178.69 x 800,175.03 - 177.20,151.62 - 204.37,"487,752","506,246"
IPG,37.03,36.90,36.65 x 3000,37.25 x 900,36.62 - 37.12,25.14 - 39.52,"4,301,695","3,554,187"
CBOE,135.62,134.75,135.50 x 800,136.29 x 1200,134.75 - 137.20,103.82 - 137.20,"536,494","701,395"
TXT,67.89,67.74,68.00 x 900,67.91 x 800,67.25 - 68.36,57.11 - 76.11,"1,501,552","1,451,709"
RE,363.00,363.94,350.35 x 1200,366.00 x 2200,361.82 - 366.98,244.58 - 395.00,"245,369","292,580"
CFG,28.62,28.71,29.00 x 800,29.26 x 1000,28.64 - 29.42,28.27 - 45.34,"5,510,221","6,352,122"
JBHT,170.26,170.02,165.59 x 800,169.95 x 800,169.01 - 170.93,153.92 - 200.64,"553,966","722,509"
PAYC,285.60,283.49,284.00 x 800,290.30 x 900,278.55 - 289.91,255.82 - 402.78,"510,842","507,990"
INCY,73.78,74.10,74.52 x 1100,75.39 x 800,73.87 - 76.03,65.07 - 86.29,"1,601,604","1,609,595"
CF,73.16,72.80,70.57 x 1000,71.73 x 1000,71.29 - 72.81,67.95 - 119.60,"2,295,697","2,872,572"
UAL,42.03,42.29,42.51 x 900,42.66 x 900,41.85 - 42.83,31.58 - 55.04,"6,306,662","8,542,775"
BRO,58.84,58.81,59.14 x 800,59.04 x 800,58.51 - 59.17,52.82 - 73.83,"799,305","1,158,125"
BG,92.24,92.09,91.30 x 1300,93.52 x 800,90.39 - 92.83,80.41 - 128.40,"1,528,452","1,923,391"
LNT,54.82,55.18,53.68 x 800,54.91 x 900,54.52 - 55.38,47.19 - 65.37,"1,270,557","1,593,869"
LKQ,54.27,54.07,53.80 x 800,55.11 x 800,53.99 - 54.50,44.76 - 59.33,"978,469","1,697,304"
MGM,43.18,43.32,42.99 x 1000,42.98 x 1400,42.58 - 43.43,26.41 - 46.24,"3,688,254","4,185,220"
NTAP,62.81,62.48,62.80 x 800,63.20 x 1000,62.34 - 63.46,58.08 - 79.90,"2,714,088","1,910,722"
EXPE,91.49,91.88,92.27 x 1100,91.80 x 1300,90.05 - 92.38,82.39 - 196.78,"1,602,954","2,653,680"
ESS,209.44,211.00,205.06 x 800,210.12 x 800,207.92 - 211.00,195.03 - 363.36,"336,325","542,220"
RCL,61.99,62.30,61.03 x 1000,61.20 x 800,60.71 - 62.33,31.09 - 87.68,"3,049,716","3,824,625"
PTC,119.98,119.61,121.42 x 800,122.42 x 800,118.68 - 121.73,96.55 - 139.91,"413,594","714,336"
PHM,58.63,58.36,57.83 x 900,57.84 x 900,57.40 - 58.58,35.03 - 60.89,"2,120,640","2,672,045"
PKG,140.39,140.72,140.57 x 800,143.00 x 900,139.72 - 141.82,110.56 - 168.50,"681,188","763,570"
ETSY,105.27,103.96,102.80 x 1100,104.70 x 3100,100.74 - 104.72,67.01 - 149.91,"3,120,202","3,280,872"
IP,35.47,35.53,35.42 x 2200,35.73 x 800,35.35 - 35.81,30.69 - 50.23,"2,278,361","3,157,325"
MKTX,337.74,334.59,342.29 x 900,343.26 x 900,332.30 - 345.09,217.44 - 399.78,"477,179","370,311"
WRB,62.65,62.96,63.00 x 800,63.01 x 1200,62.58 - 63.82,58.92 - 76.99,"1,281,414","1,492,167"
POOL,321.82,322.93,291.00 x 1000,521.28 x 900,321.03 - 327.70,278.10 - 473.98,"443,085","427,858"
SYF,28.50,28.56,28.59 x 1400,29.30 x 1400,28.33 - 29.07,27.15 - 41.88,"5,176,244","5,793,525"
STX,64.86,64.38,62.86 x 1300,65.90 x 1200,64.04 - 64.86,47.47 - 88.25,"1,023,739","2,505,693"
AKAM,77.41,77.28,78.55 x 900,78.88 x 800,77.08 - 78.99,70.65 - 123.25,"1,041,448","1,714,798"
UDR,40.14,40.39,39.99 x 800,41.36 x 1000,39.99 - 40.70,37.18 - 60.01,"1,694,667","2,470,580"
LDOS,91.51,91.97,90.11 x 800,95.40 x 800,90.83 - 92.12,87.24 - 111.12,"801,668","941,751"
APA,37.99,37.78,38.04 x 800,38.47 x 800,37.55 - 38.54,30.15 - 51.95,"5,085,023","6,183,411"
TFX,262.17,262.49,255.78 x 800,262.60 x 800,259.04 - 264.75,182.65 - 349.39,"305,569","339,370"
SNA,229.73,228.96,125.00 x 800,248.00 x 1100,226.68 - 229.38,190.08 - 259.78,"309,171","306,209"
TRMB,49.16,48.80,48.02 x 900,49.97 x 1100,48.18 - 49.31,47.09 - 72.73,"1,396,458","1,281,588"
VTRS,9.80,9.90,9.89 x 4000,9.94 x 27000,9.82 - 9.94,8.42 - 12.40,"9,088,130","9,708,232"
TECH,74.04,74.38,74.34 x 800,75.67 x 800,74.10 - 75.81,68.00 - 111.50,"1,046,982","987,861"
DPZ,328.38,328.90,324.92 x 900,331.50 x 800,327.29 - 331.34,291.00 - 426.44,"683,407","837,458"
PEAK,21.48,21.23,20.83 x 3200,22.01 x 2200,21.12 - 21.55,20.21 - 35.72,"5,151,695","4,607,125"
CTLT,61.62,61.54,64.94 x 900,64.95 x 900,60.90 - 65.64,40.69 - 115.33,"1,832,924","2,292,927"
EQT,32.60,32.28,32.13 x 1200,32.27 x 1200,31.69 - 32.51,28.11 - 51.97,"5,367,528","6,949,120"
KIM,19.12,19.20,19.05 x 3100,19.51 x 1800,18.89 - 19.20,17.34 - 26.57,"3,177,281","4,800,511"
HRL,40.49,40.66,40.20 x 1000,40.35 x 1800,40.07 - 40.73,37.78 - 55.11,"2,730,667","2,066,635"
NI,28.69,28.79,28.62 x 1800,28.63 x 1800,28.50 - 28.95,23.78 - 32.34,"3,003,059","3,951,019"
CPT,103.49,103.88,102.88 x 900,106.28 x 900,103.20 - 104.64,97.74 - 172.34,"324,694","899,912"
HST,16.08,16.18,15.81 x 3200,16.36 x 3100,15.93 - 16.18,14.51 - 21.63,"4,236,792","7,505,825"
HSIC,83.98,84.21,84.30 x 900,85.03 x 1000,83.65 - 84.86,64.75 - 92.68,"883,930","885,524"
WYNN,108.60,108.59,109.00 x 900,109.18 x 800,107.10 - 109.15,50.20 - 117.17,"1,390,775","2,502,041"
NDSN,211.71,211.39,206.65 x 800,213.04 x 900,208.77 - 211.53,194.89 - 251.26,"216,805","274,487"
WDC,35.06,34.85,35.30 x 1000,35.35 x 1200,34.67 - 35.40,29.73 - 63.26,"4,661,704","4,314,011"
CPB,55.56,55.56,55.48 x 800,55.51 x 800,55.36 - 56.04,44.37 - 57.78,"1,492,935","2,403,570"
KEY,11.56,11.57,11.90 x 4000,11.98 x 3100,11.52 - 12.11,9.61 - 22.17,"20,436,857","21,055,322"
L,56.22,56.37,56.38 x 800,57.82 x 900,55.88 - 56.58,49.36 - 68.20,"561,532","899,796"
BWA,46.40,46.35,45.97 x 900,45.98 x 2200,45.78 - 46.40,31.14 - 51.14,"2,014,734","2,085,550"
SWK,74.47,74.47,74.00 x 1000,76.10 x 800,73.27 - 74.52,70.24 - 147.37,"1,403,990","1,886,729"
CHRW,93.18,92.87,92.18 x 1200,92.98 x 1200,92.15 - 93.25,86.60 - 121.23,"840,089","1,456,659"
PARA,21.00,20.96,21.55 x 3100,21.66 x 3100,20.72 - 21.77,15.29 - 37.00,"8,153,898","11,326,016"
JKHY,147.17,147.17,148.57 x 800,148.38 x 800,147.17 - 149.31,139.28 - 212.62,"432,918","613,985"
JNPR,34.31,33.64,33.32 x 4000,33.99 x 800,33.25 - 33.75,25.18 - 37.18,"3,266,194","3,735,627"
MAS,47.38,47.27,45.35 x 900,47.05 x 800,46.69 - 47.37,42.33 - 58.18,"1,685,020","1,916,146"
CDAY,69.33,68.47,68.70 x 800,70.24 x 800,67.54 - 69.26,43.23 - 79.66,"672,274","1,191,972"
CE,106.82,106.17,99.50 x 1100,110.53 x 900,104.90 - 106.61,86.71 - 161.37,"690,028","1,128,143"
KMX,62.44,62.51,63.50 x 900,64.31 x 900,61.97 - 64.61,52.10 - 106.24,"1,664,709","2,279,467"
FOXA,33.74,33.37,33.13 x 1000,33.72 x 1300,33.22 - 33.65,28.01 - 40.12,"2,509,696","2,904,606"
CRL,195.74,195.58,195.66 x 1200,197.15 x 800,191.49 - 196.65,181.36 - 308.15,"504,567","579,138"
